organization,cohort date,nurse id,deid_names,employment start date,type of unit,age,gender,nursing degree received,gpa,employment status,previous health care work experience,leave,type of leave,termination,termination date,tenure,termination reason,id,education_clean,gpa_numeric
Emory Decatur Hospital,2021-10-12,0450138,14222,2021-10-04,Obstetrics/Labor & Delivery Inpatient Unit,27.0,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,2022-02-27,0.4,Obtained Position Representing A Different Job Experience,21101,Brenau University,3.75
Emory University Hospital Midtown,2023-08-11,0461363,14242,2023-08-20,Emergency Department,43.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,21121,Capella University,3.75
Emory University Hospital,2022-04-27,0453441,14243,2022-04-04,Emergency Department,43.0,Female,Bsn,3.5 And Above,,,No,,No,,,,21122,Capella University,3.75
Emory Decatur Hospital,2025-08-19,0479850,14935,2025-08-11,Medical/Surgical Inpatient Unit,43.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,21814,Columbus State University,3.25
Emory Decatur Hospital,2025-08-19,0480079,14936,2025-08-11,Medical/Surgical Inpatient Unit,22.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,21815,Columbus State University,3.25
Emory University Hospital Midtown,2022-08-12,0456567,14937,2022-07-02,Telemetry Unit,31.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2023-04-02,0.7506849315,Other/Unknown,21816,Columbus State University,3.25
Emory University Hospital Midtown,2023-08-11,0464371,14938,2023-07-17,Neurology/Neurosurgical Icu Inpatient Unit,24.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,21817,Columbus State University,3.25
Emory University Hospital Midtown,2023-08-07,0464376,14939,2023-07-24,Oncology Inpatient Unit,23.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,21818,Columbus State University,3.25
The Emory Clinic,2023-02-24,2215531,14940,2023-02-20,Ambulatory Setting,34.0,Male,Adn/Asn,3.5 And Above,Full-Time,,No,,No,,,,21819,Columbus State University,3.75
Emory University Hospital,2022-11-18,0459040,14941,2022-11-18,Perioperative Or,28.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,21820,Columbus State University,3.75
Emory University Hospital Midtown,2022-08-12,0456558,14942,2022-08-08,Oncology Inpatient Unit,22.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21821,Columbus State University,3.25
Emory University Hospital Midtown,2022-08-12,0456607,14943,2022-08-08,Neonatal Icu Inpatient Unit,22.0,Female,Bsn,3.5 And Above,,,No,,Yes,2024-04-10,1.673972603,Other/Unknown,21822,Columbus State University,3.75
Emory University Hospital,2024-08-05,0472181,14944,2024-07-29,Medical/Surgical Intermediate Unit,23.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,2024-11-09,0.2821917808,Other/Unknown,21823,Columbus State University,3.25
Emory University Hospital,2022-04-27,0453437,14945,2022-04-04,Emergency Department,23.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21824,Columbus State University,3.25
Emory University Hospital,2021-09-27,0450342,14946,2021-09-20,Rehabilitation Inpatient Unit,31.0,Female,Bsn,2.5 - 2.99,,,No,,No,,,,21825,Columbus State University,2.75
Emory University Hospital,2020-11-06,0443451,14947,2020-09-28,Emergency Department,23.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,21826,Columbus State University,3.25
Emory University Hospital Midtown,2019-10-31,0436113,14949,2019-10-28,General Medical Inpatient Unit,22.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21828,Columbus State University,3.25
Emory Decatur Hospital,2019-10-22,0429515,14950,2019-12-15,Neonatal Icu Inpatient Unit,22.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21829,Columbus State University,3.25
Emory University Hospital Midtown,2019-07-25,0436212,14951,2019-07-29,General Medical Inpatient Unit,22.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21830,Columbus State University,3.25
Emory University Hospital Midtown,2019-07-25,0436585,14952,2019-07-29,General Medical Inpatient Unit,26.0,Male,Bsn,3.0 - 3.49,,,No,,Yes,2021-10-04,2.18630137,Obtained Position Representing A Different Job Experience,21831,Columbus State University,3.25
Emory Saint Joseph’S Hospital,2019-07-15,0436277,14953,2019-07-15,Medical/Surgical Inpatient Unit,22.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,2021-09-30,2.21369863,Compensation/Pay,21832,Columbus State University,3.25
Emory University Hospital,2018-07-30,0425529,14954,,General Medical Inpatient Unit,23.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21833,Columbus State University,3.25
Emory University Hospital,2018-07-23,0425441,14955,2018-07-23,Oncology Inpatient Unit,25.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,2020-10-30,2.273972603,Relocating Out Of Area,21834,Columbus State University,3.25
Emory University Hospital,2018-07-16,0420560,14956,,General Medical Inpatient Unit,22.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21835,Columbus State University,3.25
Emory University Hospital,2016-10-13,4243,14958,,General Surgical Inpatient Unit,26.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21837,Columbus State University,3.25
Emory Saint Joseph’S Hospital,2014-10-20,040701000,14959,,Medical/Surgical Inpatient Unit,31.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2015-03-01,,Disability/Illness/Injury,21838,Columbus State University,3.25
Emory University Hospital,2014-09-08,0406586,14960,,Telemetry Unit,25.0,Male,Bsn,3.0 - 3.49,,,No,,No,,,,21839,Columbus State University,3.25
Emory University Hospital,2014-08-25,0406444,14961,,Oncology Inpatient Unit,28.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21840,Columbus State University,3.25
Emory University Hospital,2013-08-19,5944,14962,,Oncology Inpatient Unit,27.0,Female,Bsn,3.5 And Above,,,No,,No,,,,21841,Columbus State University,3.75
Emory University Hospital,2011-10-20,6222,14963,,Emergency Department,24.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21842,Columbus State University,3.25
Emory Decatur Hospital,2022-03-22,0452955,14964,2022-03-14,Mother/Baby Unit,28.0,Female,Bsn,3.5 And Above,,,No,,No,,,,21843,Columbus State University,3.75
Emory Decatur Hospital,2021-10-12,0450364,14965,2021-10-04,Medical Icu Inpatient Unit,23.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2023-08-08,1.843835616,Travel Nurse,21844,Columbus State University,3.25
Emory University Hospital,2020-07-30,0442139,14966,2020-06-08,Neurology/Neurosurgical Icu Inpatient Unit,23.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21845,Columbus State University,3.25
Emory University Hospital,2022-08-17,2477627,15006,2022-07-11,Emergency Department,24.0,Female,Bsn,3.5 And Above,,,No,,Yes,2024-07-18,2.021917808,Other/Unknown,21885,Duke University,3.75
Emory University Hospital Midtown,2022-04-01,2236963,15007,2022-04-04,Neonatal Icu Inpatient Unit,23.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,21886,Duke University,3.75
Emory University Hospital Midtown,2022-04-01,2428533,15008,2022-03-28,Obstetrics/Labor & Delivery Inpatient Unit,27.0,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,2023-06-10,1.202739726,Other/Unknown,21887,Duke University,3.75
Emory Decatur Hospital,2021-07-26,0448093,15009,2021-07-26,Obstetrics/Labor & Delivery Inpatient Unit,27.0,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,2023-08-06,2.030136986,Other/Unknown,21888,Duke University,3.75
Emory University Hospital,2019-02-26,0433100,15010,2019-03-04,General Surgical Inpatient Unit,28.0,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,21889,Duke University,3.75
Emory University Hospital,2018-07-30,0425380,15011,,Emergency Department,26.0,Female,Accelerated Bsn,3.0 - 3.49,,,No,,No,,,,21890,Duke University,3.25
Emory University Hospital,2018-07-30,950923,15012,2018-07-30,Oncology Inpatient Unit,24.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,21891,Duke University,3.75
Emory University Hospital,2018-02-23,1995636,15013,,Cardiac/Heart/Vascular Critical Care,23.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,21892,Duke University,3.75
Emory University Hospital,2014-09-08,0406569,15015,,General Medical Inpatient Unit,30.0,Male,Bsn,3.5 And Above,,,No,,No,,,,21894,Duke University,3.75
Emory Decatur Hospital,2022-08-02,0456233,15016,2022-07-25,Emergency Department,42.0,Male,Accelerated Bsn,3.5 And Above,,,No,,Yes,2022-10-09,0.2082191781,Family Obligations (Family/Friend Caregiving Responsibility),21895,Duke University,3.75
Emory University Hospital,2024-10-28,2150185,15041,2024-11-18,Medical/Surgical Inpatient Unit,29.0,Female,Masters,3.5 And Above,Full-Time,,No,,Yes,2025-10-19,0.9178082192,Other/Unknown,21920,Emory University,3.75
Emory Saint Joseph’S Hospital,2016-07-11,537865,15042,,Medical/Surgical Inpatient Unit,23.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21921,Emory University,3.25
Emory Saint Joseph’S Hospital,2016-07-11,577434,15043,,Medical/Surgical Inpatient Unit,22.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21922,Emory University,3.25
Emory Saint Joseph’S Hospital,2016-07-11,847395,15044,,Medical/Surgical Inpatient Unit,22.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21923,Emory University,3.25
Emory Saint Joseph’S Hospital,2016-07-11,946081,15045,,Medical/Surgical Inpatient Unit,23.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2020-12-22,,Compensation/Pay,21924,Emory University,3.25
Emory Saint Joseph’S Hospital,2016-03-07,0101498,15046,,Medical/Surgical Inpatient Unit,37.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,21925,Emory University,3.75
Emory University Hospital,2014-09-01,06101967,15048,,Emergency Department,47.0,Male,Bsn,3.5 And Above,,,No,,No,,,,21927,Emory University,3.75
Emory University Hospital,2012-09-10,4425,15050,,General Medical Inpatient Unit,22.0,Female,Bsn,3.5 And Above,,,No,,No,,,,21929,Emory University,3.75
Emory University Hospital,2012-08-13,4790,15051,,Obstetrics/Labor & Delivery Inpatient Unit,22.0,Female,Bsn,3.5 And Above,,,No,,No,,,,21930,Emory University,3.75
Emory Saint Joseph’S Hospital,2014-10-20,172553300,15052,,Medical/Surgical Inpatient Unit,23.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21931,Emory University,3.25
Emory Saint Joseph’S Hospital,2015-07-13,1544402,15053,,Medical/Surgical Icu Inpatient Unit,33.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21932,Emory University,3.25
Emory University Hospital,2025-11-12,2603443,15056,2025-10-26,Cardiac/Heart/Vascular Critical Care,24.0,Female,Msn (Cnl),3.5 And Above,Full-Time,,No,,No,,,,21935,Emory University,3.75
Emory University Hospital,2025-08-20,2168165,15065,2025-07-28,Medical Icu Inpatient Unit,26.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,21944,Emory University,3.75
Emory University Hospital,2025-08-20,2508817,15070,2025-07-28,Neurology/Neurosurgical Icu Inpatient Unit,22.0,Male,Bsn,3.5 And Above,Full-Time,,No,,No,,,,21949,Emory University,3.75
Emory University Hospital,2025-08-20,2543642,15071,2025-08-18,Emergency Department,25.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21950,Emory University,3.75
Emory University Hospital Midtown,2025-08-20,2602478,15072,2025-07-21,Perioperative Or,22.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,21951,Emory University,3.75
Emory University Hospital,2025-08-20,2619074,15074,2025-07-28,Cardiac/Heart/Vascular Critical Care,23.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,21953,Emory University,3.75
Emory University Hospital,2025-08-20,2645686,15075,2025-07-28,Neurology/Neurosurgical Icu Inpatient Unit,25.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21954,Emory University,3.75
Emory University Hospital,2025-08-20,2661855,15077,2025-08-18,Emergency Department,31.0,Male,Masters,3.5 And Above,Full-Time,,No,,No,,,,21956,Emory University,3.75
Emory Hillandale Hospital,2025-08-19,2663788,15080,2025-08-11,General Medical Inpatient Unit,24.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21959,Emory University,3.75
Emory University Hospital,2025-08-18,2624368,15081,2025-09-14,Oncology Inpatient Unit,25.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21960,Emory University,3.75
The Emory Clinic,2025-08-18,2657921,15082,2025-08-18,Ambulatory Setting,23.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,21961,Emory University,3.25
Emory University Hospital Midtown,2025-08-08,2643222,15088,2025-08-04,Medical/Surgical Inpatient Unit,22.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,21967,Emory University,3.75
Emory University Hospital Midtown,2025-08-08,2657904,15089,2025-08-18,Cardiac/Heart/Vascular Critical Care,21.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,21968,Emory University,3.75
Emory University Hospital,2021-02-15,2276191,15092,2021-02-15,Perioperative Or,29.0,Female,Masters,3.5 And Above,,,No,,Yes,2022-02-06,0.9753424658,Obtained Position Representing A Different Job Experience,21971,Emory University,3.75
Emory Saint Joseph’S Hospital,2022-02-21,2284568,15093,2022-02-21,Emergency Department,23.0,Female,Bsn,3.5 And Above,,,No,,Yes,2022-11-12,0.7232876712,Obtained Position Representing A Different Job Experience,21972,Emory University,3.75
Emory Saint Joseph’S Hospital,2022-02-21,2425842,15094,2022-02-21,Cardiac/Heart/Vascular Critical Care,25.0,Female,Masters,3.5 And Above,,,No,,Yes,2022-09-09,0.5479452055,Relocating Out Of Area,21973,Emory University,3.75
Emory Hillandale Hospital,2024-11-12,2603108,15095,2024-11-04,Emergency Department,26.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21974,Emory University,3.75
Emory Hillandale Hospital,2024-11-12,2603544,15096,2024-10-27,Emergency Department,24.0,Female,Masters,3.0 - 3.49,Full-Time,,No,,No,,,,21975,Emory University,3.25
The Emory Clinic,2024-10-28,0439908,15097,2024-10-27,Perioperative Or,54.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21976,Emory University,3.75
The Emory Clinic,2024-10-28,2560432,15098,2024-10-21,Ambulatory Setting,25.0,Female,Masters,3.0 - 3.49,Full-Time,,No,,No,,,,21977,Emory University,3.25
Emory Saint Joseph’S Hospital,2024-10-28,2601921,15099,2024-11-04,Perioperative Or,24.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21978,Emory University,3.75
Emory University Hospital Midtown,2019-02-28,1875268,15100,2019-02-25,Cardiac/Heart/Vascular Critical Care,26.0,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,Yes,2019-07-22,0.402739726,Obtained Position Representing A Different Job Experience,21979,Emory University,3.75
Emory University Hospital,2025-04-23,2624360,15101,2025-03-03,Emergency Department,23.0,Male,Masters,3.5 And Above,Full-Time,,No,,Yes,2025-10-24,0.6438356164,Relocating Out Of Area,21980,Emory University,3.75
Emory University Hospital,2023-04-26,2045614,15103,2023-03-06,Cardiac/Heart/Vascular Critical Care,28.0,Female,Masters,3.5 And Above,Full-Time,,No,,Yes,2024-01-07,0.8410958904,Other/Unknown,21982,Emory University,3.75
Emory University Hospital,2021-04-16,2386034,15104,2021-03-08,Neurology/Neurosurgical Icu Inpatient Unit,29.0,Male,Accelerated Bsn,3.5 And Above,,,No,,Yes,2021-11-20,0.704109589,Other/Unknown,21983,Emory University,3.75
Emory University Hospital Midtown,2024-04-05,2543683,15105,2024-03-11,Mother/Baby Unit,23.0,Female,Masters,3.0 - 3.49,Full-Time,,No,,Yes,2024-09-15,0.5150684932,Returning To School Full-Time,21984,Emory University,3.25
Emory University Hospital,2024-04-24,0446767,15106,2024-03-04,Cardiac/Heart/Vascular Critical Care,27.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21985,Emory University,3.75
Emory University Hospital,2024-04-24,1940412,15107,2024-03-04,Surgical Icu Inpatient Unit,30.0,Male,Masters,3.5 And Above,Full-Time,,No,,No,,,,21986,Emory University,3.75
Emory University Hospital,2024-04-24,2171842,15108,2024-03-05,Cardiac/Heart/Vascular Critical Care,27.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21987,Emory University,3.75
Emory University Hospital,2024-04-24,2208742,15109,2024-03-11,Emergency Department,26.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21988,Emory University,3.75
Emory University Hospital,2024-04-24,2255528,15110,2024-03-04,Cardiac/Heart/Vascular Critical Care,25.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21989,Emory University,3.75
Emory University Hospital,2024-04-24,2541964,15111,2024-03-04,Surgical Icu Inpatient Unit,25.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21990,Emory University,3.75
Emory University Hospital,2024-04-24,2542188,15112,2024-03-04,Surgical Icu Inpatient Unit,31.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21991,Emory University,3.75
Emory University Hospital,2024-04-24,2542525,15113,2024-01-08,Cardiac/Heart/Vascular Critical Care,23.0,Female,Masters,3.5 And Above,Full-Time,,No,,Yes,2025-10-28,1.805479452,Relocating Out Of Area,21992,Emory University,3.75
Emory University Hospital,2024-04-24,2542692,15114,2024-03-04,Emergency Department,27.0,Male,Masters,3.5 And Above,Full-Time,,No,,No,,,,21993,Emory University,3.75
Emory University Hospital,2024-04-24,2542919,15115,2024-01-08,Surgical Icu Inpatient Unit,23.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21994,Emory University,3.75
Emory University Hospital,2024-04-24,2542994,15116,2024-03-04,Neurology/Neurosurgical Icu Inpatient Unit,26.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21995,Emory University,3.75
Emory University Hospital,2024-04-24,2543495,15117,2024-03-04,Neurology/Neurosurgical Icu Inpatient Unit,24.0,Female,Masters,3.0 - 3.49,Full-Time,,No,,No,,,,21996,Emory University,3.25
Emory University Hospital,2024-04-24,2552860,15118,2024-04-24,Surgical Icu Inpatient Unit,35.0,Female,Masters,3.5 And Above,Full-Time,,No,,Yes,2025-11-09,1.545205479,Other/Unknown,21997,Emory University,3.75
Emory University Hospital,2024-04-24,2552864,15119,2024-03-04,Surgical Icu Inpatient Unit,24.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21998,Emory University,3.75
Emory University Hospital,2024-04-24,2559816,15120,2024-03-04,Neurology/Neurosurgical Icu Inpatient Unit,24.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21999,Emory University,3.75
Emory University Hospital Midtown,2024-04-05,0423256,15121,2024-04-01,General Surgical Inpatient Unit,30.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,22000,Emory University,3.75
Emory University Hospital Midtown,2024-04-05,2536770,15122,2024-01-30,Surgical Icu Inpatient Unit,28.0,Female,Masters,3.0 - 3.49,Full-Time,,No,,No,,,,22001,Emory University,3.25
Emory University Hospital Midtown,2024-04-05,2602214,15123,2024-04-01,Cardiac/Heart/Vascular Critical Care,25.0,Male,Bsn,3.5 And Above,Full-Time,,No,,No,,,,22002,Emory University,3.75
Emory Decatur Hospital,2024-03-26,0435676,15124,2024-03-18,Obstetrics/Labor & Delivery Inpatient Unit,30.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,22003,Emory University,3.75
Emory Decatur Hospital,2024-03-26,2540514,15125,2024-03-18,Mother/Baby Unit,26.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,22004,Emory University,3.75
Emory Decatur Hospital,2024-03-26,2543217,15126,2024-03-18,Emergency Department,27.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,22005,Emory University,3.75
Emory Decatur Hospital,2024-03-26,2543665,15127,2024-03-31,Emergency Department,23.0,Female,Masters,3.0 - 3.49,Full-Time,,No,,No,,,,22006,Emory University,3.25
Emory Decatur Hospital,2024-03-26,2545062,15128,2024-03-18,Mother/Baby Unit,31.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,22007,Emory University,3.75
Emory Decatur Hospital,2024-03-26,2546505,15129,2024-03-18,Psychiatric Inpatient Unit,34.0,Male,Masters,3.5 And Above,Full-Time,,No,,No,,,,22008,Emory University,3.75
Emory Decatur Hospital,2024-03-26,2553001,15130,2024-03-18,Neonatal Icu Inpatient Unit,25.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,22009,Emory University,3.75
Emory Decatur Hospital,2024-03-26,2553005,15131,2024-03-18,Neonatal Icu Inpatient Unit,23.0,Female,Masters,3.0 - 3.49,Full-Time,,No,,No,,,,22010,Emory University,3.25
Emory Decatur Hospital,2024-03-26,2559810,15132,2024-03-18,Obstetrics/Labor & Delivery Inpatient Unit,25.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,22011,Emory University,3.75
Emory Decatur Hospital,2024-03-26,2559824,15133,2024-03-18,Obstetrics/Labor & Delivery Inpatient Unit,23.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,22012,Emory University,3.75
Emory University Hospital,2024-03-11,2541673,15134,2024-03-11,Oncology Inpatient Unit,26.0,Female,Masters,3.0 - 3.49,Full-Time,,No,,No,,,,22013,Emory University,3.25
Emory University Hospital,2024-03-11,2542738,15135,2024-04-01,Medical/Surgical Intermediate Unit,24.0,Female,Masters,3.0 - 3.49,Full-Time,,No,,No,,,,22014,Emory University,3.25
Emory Saint Joseph’S Hospital,2024-02-22,2288522,15136,2024-01-22,Medical/Surgical Inpatient Unit,24.0,Female,Masters,3.5 And Above,Full-Time,,No,,Yes,2025-03-18,1.153424658,Unhappy With Job/Facility,22015,Emory University,3.75
Emory Johns Creek Hospital,2024-02-22,2542695,15137,2024-02-05,Emergency Department,24.0,Female,Masters,3.5 And Above,Full-Time,,No,,Yes,2025-03-04,1.076712329,Relocating Out Of Area,22016,Emory University,3.75
Emory Saint Joseph’S Hospital,2024-02-22,2542852,15138,2024-03-04,Telemetry Unit,29.0,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,22017,Emory University,3.75
Emory Saint Joseph’S Hospital,2024-02-22,2546506,15139,2024-02-19,Perioperative Or,37.0,Female,Masters,3.0 - 3.49,Full-Time,,No,,No,,,,22018,Emory University,3.25
